tx	gene_id	d3_fw_1	d3_fw_2	d3_fw_3	d3_hw_1	d3_hw_2	d3_hw_3	d6_fw_1	d6_fw_2	d6_fw_3	d6_hw_1	d6_hw_2	d6_hw_3
HMEL032918g1.t1	HMEL032918g1	5	5	0	5	12	1	0	0	0	1	0	1
HMEL032906g1.t1	HMEL032906g1	58.986	9.91	40.889	30	26	25	10	21	1.991	20.016	48.743	57
HMEL032902g1.t1	HMEL032902g1	599	377	197	653	371	194	55	96	45	128	61	82
HMEL012762g1.t1	HMEL012762g1	1026	959	781	1434	981	736	205	844	128	195	625.213	1911
HMEL032900g1.t1	HMEL032900g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL008520g1.t1	HMEL008520g1	113	124	89	126	114	83	26	50	16	41	32	47
HMEL032895g1.t1	HMEL032895g1	0	0	2	0	0	0	1	0	2	4	2	2
HMEL032894g1.t1	HMEL032894g1	0	0	0	1	0	0	0	0	0	0	0	0
HMEL008516g1.t1	HMEL008516g1	46	42	20	46	37	18	7	6	9	17	2	21
HMEL032889g1.t1	HMEL032889g1	58.775	82.771	0	38.623	223.379	0	0	31.888	0	30.742	0	0
HMEL032889g1.t2	HMEL032889g1	3586.225	3789.229	2547	7788.377	4236.621	2110	3141	559.112	1839	1821.258	6962	1170
HMEL020190g1.t1	HMEL020190g1	771	733	590	1641	835	477	694	140	436	371	1668	143
HMEL007827g1.t1	HMEL007827g1	353	325	285	491	376	262	56	76	27	86	111	113
HMEL007829g1.t1	HMEL007829g1	5572	4930	3530	7301	4742	3490	836	1342	1020	3506	3241	2477
HMEL007830g1.t1	HMEL007830g1	118	56	24	163	58	29	17	77	7	14	75	135
HMEL032882g1.t1	HMEL032882g1	39	261	9775	97	337	9566	3507	13417	1589	1836	8412	24534
HMEL032879g1.t1	HMEL032879g1	14	16	8	28	11	11	30	67	34	37	24	47
HMEL032877g1.t1	HMEL032877g1	548	2934	248	686	2062	154	167.986	274.951	75	128.918	443	446.985
HMEL005655g1.t1	HMEL005655g1	99	379	49	136	312	24	44	60	23	39	97	130
HMEL035038g1.t1	HMEL035038g1	8.275	0	0	16.798	0	0	2	2.732	1	2.996	1.771	37.226
HMEL032874g1.t1	HMEL032874g1	74	56	30	93	63	18	7	8	8	13	7	10
HMEL014177g1.t1	HMEL014177g1	2886	2067	900	3149	1649	818	203	257	251	438	455	545
HMEL032871g1.t1	HMEL032871g1	0	0	0	0	0	0	0	0	0	0	1	0
HMEL014181g1.t1	HMEL014181g1	146	117	79	157	116	109	13	29	28	42	22	34
HMEL007741g1.t1	HMEL007741g1	294	180	143	262	181	162	25	88	27	66	37	109
HMEL007740g1.t1	HMEL007740g1	0	0	0	0	0	0	0	0	0	0	3	0
HMEL007739g1.t1	HMEL007739g1	92.802	75.493	8.613	124.994	35.504	2.242	8.98	12.616	0	12.17	12.424	132.478
HMEL007739g1.t2	HMEL007739g1	796.198	595.507	257.387	874.006	369.496	231.758	80.02	97.384	44	58.83	315.576	101.522
HMEL003594g1.t1	HMEL003594g1	107	97	81	125	53	38	21	15	16	15	23	11
HMEL032866g1.t1	HMEL032866g1	0	0	0	0	0	0	0	0	0	2	0	1
HMEL032863g1.t1	HMEL032863g1	0	1	1	4	6	0	0	0	0	2	3	0
HMEL002437g1.t1	HMEL002437g1	870	498	816	918	375	794	100	149	117	321	209	206
HMEL014339g1.t1	HMEL014339g1	1	0	0	0	0	0	2	3	2	14	15	0
HMEL014341g1.t1	HMEL014341g1	48	22	40	38	12	32	104	78	93	93	191	143
HMEL014342g1.t1	HMEL014342g1	200	197	233	240	197	194	39	81	37	60	88	134
HMEL022146g1.t1	HMEL022146g1	31	7	90	25	7	111	54	946	31	89	123	1663
HMEL021859g1.t1	HMEL021859g1	1	2	3	1	0	0	0	1	0	3	0	6
HMEL032839g1.t1	HMEL032839g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032839g1.t2	HMEL032839g1	27	54	43	63	54.606	33.486	17.75	5.738	0	0	0	0
HMEL032839g1.t3	HMEL032839g1	0	0	0	0	13.394	15.294	7.25	25.262	16	42	82	43
HMEL013012g1.t1	HMEL013012g1	54	38	16	65	29	21	6	4	4	16	4	16
HMEL013008g1.t1	HMEL013008g1	5.227	14.089	0	5.23	13.817	0	0	0	0	0	0	5.796
HMEL013008g1.t2	HMEL013008g1	36.773	51.911	26	48.77	67.183	31	9	8	3	7	18	30.204
HMEL032831g1.t1	HMEL032831g1	0	7	19	2	32	22	3	9	6	16	19	4
HMEL032834g1.t1	HMEL032834g1	257	154	61	307	178	66	9	37	15	19	31	51
HMEL032835g1.t1	HMEL032835g1	1490	1391	614	1802	1320	691	204	259	263	461	732	630
HMEL032836g1.t1	HMEL032836g1	218	217	107	323	229	161	38	54	44	113	59	89
HMEL005511g1.t1	HMEL005511g1	23	13	0	0	0	0	2	0	1	0	6	0
HMEL005511g1.t2	HMEL005511g1	0	0	1	14	15	10	0	2	0	4	0	2
HMEL021237g1.t1	HMEL021237g1	99	81	22	129	72	41	17	32	13	22	29	34
HMEL005572g1.t1	HMEL005572g1	3	11	0	7	5	1	0	0	4	7	4	0
HMEL007667g1.t1	HMEL007667g1	0	0	0	0	1	1	0	1	0	3	2	0
HMEL008707g2.t1	HMEL008707g2	3	6	4	15	12	3	2	1	5	22	5	4
HMEL032814g1.t1	HMEL032814g1	700	592	381	933	658	380	79	123	60	165	213	179
HMEL008703g1.t1	HMEL008703g1	246	204	116	302	181	93	34	47	34	94	30	85
HMEL032812g1.t1	HMEL032812g1	73	68	36	72	67	37	7	17	10	9	10	29
HMEL032810g1.t1	HMEL032810g1	0	0	0	0	0	0	0	0	0	6	1	0
HMEL032809g1.t1	HMEL032809g1	0	0	0	0	0	0	0	0	0	0	0	2
HMEL032808g1.t1	HMEL032808g1	1	0	0	0	0	0	0	2	0	14.001	0	9
HMEL021393g1.t1	HMEL021393g1	2	0	1	0	0	0	0	1	0	3	0	0
HMEL032805g1.t1	HMEL032805g1	6	40	9	10	100	23	50	16	26	54	102	77
HMEL032805g1.t3	HMEL032805g1	0	2	2	3	24	3	4	4	1	2	13	5
HMEL032805g1.t2	HMEL032805g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032804g1.t1	HMEL032804g1	0	0	0	5	6	0	1	0	1	0	0	7
HMEL032804g1.t2	HMEL032804g1	0	2	0	0	0	1	0	7	0	2	28.216	0
HMEL032802g1.t1	HMEL032802g1	28	27	9	56	22	13	5	6	2	2	19	3
HMEL032801g1.t1	HMEL032801g1	1717	1204	419	1883	1081	415	168	161	88	148	609	292
HMEL007577g1.t1	HMEL007577g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL017365g1.t1	HMEL017365g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL016735g1.t1	HMEL016735g1	84203	52860	29	113558	38789	56	541	33	477	466	882	66
HMEL032797g1.t1	HMEL032797g1	4	18	31	3	49	26	6	4	1	8	9	11
HMEL016737g1.t1	HMEL016737g1	39	50	17	52	46	19	17	67	11	27	19	116
HMEL022129g1.t1	HMEL022129g1	20.966	44.091	30.201	33.458	6.668	7.005	0	0	0	0	0	54.507
HMEL022129g1.t2	HMEL022129g1	18772.034	35187.909	8830.799	33440.542	35360.332	7811.995	1076	3322	527	884	2497	5246.493
HMEL008262-RA	HMEL008262-RA	136	133	80	137	136	77	13	25	27	68	14	56
HMEL010583g1.t1	HMEL010583g1	32	23	13	38	17	11	3	7	6	5	16	17
HMEL032819g1.t1	HMEL032819g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032819g1.t2	HMEL032819g1	0	0	0	0	0	0	0	0	2	3	0	3
HMEL032780g1.t1	HMEL032780g1	0	0	2	1	2	21	1	0	0	13	24	7
HMEL007010g1.t1	HMEL007010g1	0	0	1	1	0	0	1	0	2	20	3	0
HMEL016291g1.t1	HMEL016291g1	8	2	2	4	4	1	1	3	0	2	1	3
HMEL032786g1.t1	HMEL032786g1	400	696	115	764	767	120	51	62	37	34	206	211
HMEL002320g2.t2	HMEL002320g2	10	34	7	17	24	8	3	0	3	0	13	8
HMEL002320g2.t1	HMEL002320g2	0	0	0	0	0	0	0	0	0	1	0	0
HMEL032778g1.t1	HMEL032778g1	534	683	376	844	691	323	129	200	87	66	191	261
HMEL005397g1.t1	HMEL005397g1	1051	793	252	1268	686	264	63	110	95	135	121	178
HMEL005396g1.t1	HMEL005396g1	311	214	171	386	281	175	54	82	59	101	66	112
HMEL005395g1.t1	HMEL005395g1	1	0	1	0	1	0	0	0	0	0	0	1
HMEL005388g1.t1	HMEL005388g1	857	446	669	769	379	653	96	183	97	279	136	179
HMEL005382g1.t1	HMEL005382g1	42	22	8	49	29	29	3	24	1	8	17	29
HMEL005381g1.t1	HMEL005381g1	258	252	176	277	284	179	50	43	33	58	47	80
HMEL005381g1.t2	HMEL005381g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032766g1.t1	HMEL032766g1	0	0	0	0	0	0	1	0	0	0	0	0
HMEL004962g1.t1	HMEL004962g1	44	106	109	122	172	102	6	5	19	16	29	24
HMEL032762g1.t1	HMEL032762g1	1	0	0	0	1	0	0	0	3	7	9	0
HMEL032761g1.t1	HMEL032761g1	0	0	0	0	0	1	0	3	7	14	12	13
HMEL032789g1.t1	HMEL032789g1	1288	1230	814	1473	1213	804	103	181	129	398	193	271
HMEL032790g1.t1	HMEL032790g1	241	203	191	254	202	165	31	54	19	43	19	104
HMEL006153g2.t1	HMEL006153g2	106	162	44	163	167	54	15	11	27	97.07	12	26
HMEL006153g1.t2	HMEL006153g1	0	0	32.774	78.735	0	88.049	0	0	0	0	60.953	0
HMEL006153g1.t1	HMEL006153g1	997	755	992.226	924.265	624	893.951	117	169	180	510	231.047	270
HMEL032791g1.t1	HMEL032791g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032791g1.t2	HMEL032791g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032791g1.t3	HMEL032791g1	868.978	643	679	954	527	519	77	124	53	103	209.922	216
HMEL004554g1.t1	HMEL004554g1	93	197	106	137	184	72	32	53	19	36	130	84
HMEL004553g1.t1	HMEL004553g1	0	0	0	0	0	0	0	2	0	0	0	0
HMEL032793g1.t1	HMEL032793g1	31	28	12	47	21	12	5	11	4	9	9	32
HMEL004550g1.t1	HMEL004550g1	7053	5284	2998	7215	3783	2674	784	1028	677	938	2268	1959
HMEL010491g1.t1	HMEL010491g1	0	0	2	0	0	0	1	0	1	2	4	0
HMEL032756g1.t1	HMEL032756g1	0	1	0	0	0	1	0	1	0	1	6	1
HMEL032757g1.t1	HMEL032757g1	2	2.001	1	0	2	3	4	6	11	14	16	10
HMEL022028g1.t1	HMEL022028g1	1	2	3	4	3	4	260	192	223	273	81	172
HMEL022404g1.t1	HMEL022404g1	0	0	15	0	0	7	15	14	6	23	10	26
HMEL035140g1.t1	HMEL035140g1	105.449	161.845	52.715	237.793	150.153	39.772	8.507	12.98	7.761	12.394	43.544	33.938
HmIR75q2_1.mrna	HmIR75q2_1	0	0	0	0	0	0	0	0	0	0	1	1
HMEL008880g1.t1	HMEL008880g1	81	60	41	80	62	48	9	10	11	18	22	20
HMEL008883g1.t1	HMEL008883g1	15	25	10	22	25	6	13	28	6	18	7	11
HMEL032746g1.t1	HMEL032746g1	5	1	0	1	0	0	0	5	0	4	2	2
HMEL016726g1.t1	HMEL016726g1	105	21	284	137	179	438	5	187	5	14	35	389
HMEL020956g1.t1	HMEL020956g1	266	153	82	300	139	95	30	28	33	120	32	70
HMEL032739g1.t1	HMEL032739g1	5	2	3	4	2	1	0	0	0	0	0	7
HMEL007767g1.t1	HMEL007767g1	0	0	1	1	0	0	0	3	2	1	0	3
HMEL013588g2.t1	HMEL013588g2	619	652	468	690	572	436	88	254	112	231	126	313
HMEL032735g1.t1	HMEL032735g1	1	2	0	0	3	2	1	4	2	4	2	5
HMEL000055g3.t1	HMEL000055g3	0	0	0	0	0	0	0	1	0	0	1	0
HMEL000058-RA	HMEL000058-RA	140	62	305336	19	352	262188	155538	114548	113101	124634	282647	159002
HMEL000059g1.t1	HMEL000059g1	715	812	569	953	1041	500	104	199	73	124	237	337
HMEL002913g1.t1	HMEL002913g1	15	9	11	11	11	4	9	12	8	18	9	19
HMEL002914g1.t1	HMEL002914g1	692.502	346.971	307.882	982.697	278.845	237.124	139.931	11755.226	100.233	111.758	601.395	25523.529
HMEL002915g1.t1	HMEL002915g1	0	0	1	0	0	0	0	1	0	0	16	0
HMEL032696g1.t1	HMEL032696g1	199119.478	66384.029	8244.118	167113.303	36208.155	6644.876	4220.068	41790.773	4041.766	3630.873	11719.056	74102.47
HMEL002917g1.t1	HMEL002917g1	103	53	0	0	0	83	12	34	0	23	0	41
HMEL002917g1.t2	HMEL002917g1	0	0	78	84	45	0	0	0	16	0	5	0
HMEL015100g1.t1	HMEL015100g1	1	0	0	0	0	1	2	2	0	8	3	0
HMEL015100g2.t1	HMEL015100g2	79	101	103	110	144	148	47	7	44	68	114	34
HMEL015101g1.t1	HMEL015101g1	697	461	365	834	512	380	45	122	50	110	60	215
HMEL011564g1.t1	HMEL011564g1	0	0	0	1	2	0	0	0	1	1	1	2
HMEL032702g1.t4	HMEL032702g1	39.609	107	0	70.841	148	0	17	0	0	0	0	0
HMEL032702g1.t3	HMEL032702g1	42.391	0	29	43.159	0	21	0	7	5	12	30	16
HMEL021460g1.t1	HMEL021460g1	26	42	12	38	28	41	14	9	3	25	22	23
HMEL006363g1.t1	HMEL006363g1	21	19	13	22	19	13	1	3	3	5	16	3
HMEL006365g1.t1	HMEL006365g1	24	29	16	0	29	21	0	0	0	4	27	13
HMEL006365g1.t2	HMEL006365g1	0	0	0	30	0	0	5	4	0	0	0	0
HMEL035856g1.t1	HMEL035856g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL035857g1.t1	HMEL035857g1	570	512	321	905	575	297	115	142	75	99	146	145
HMEL021462g1.t1	HMEL021462g1	1084	1044	679	1933	1109	570	223	281	175	264	619	480
HMEL032704g1.t1	HMEL032704g1	0	0	0	0	0	0	0	0	1	7	6	2
HMEL009428g1.t1	HMEL009428g1	4	8	0	4	37	0	1	5	0	2	1	11
HMEL032728g1.t1	HMEL032728g1	116	89	68	142	108	42	28	23	22	52	28	48
HMEL032729g1.t1	HMEL032729g1	17	18	7	36	5	5	7	4	4	2	3	7
HMEL032731g1.t1	HMEL032731g1	281	225	60	353	190	59	38	47	12	49	75	51
HMEL010832g1.t1	HMEL010832g1	74	76	51	91	67	33	2	18	12	31	14	16
HMEL032732g1.t1	HMEL032732g1	70	57	26	107	53	41	14	29	17	38	9	32
HMEL032733g1.t1	HMEL032733g1	145	242	136	246	197	148	167	92	147	241	508	199
HMEL000053-RA	HMEL000053	404	306	448	432	260	421	58	74	52	30	103	161
HMEL000050-RA	HMEL000050	747	567	310	865	505	288	75	97	35	74	106	89
HMEL000047-RA	HMEL000047	102	98	38	119	85	21	8	32	4	20	16	54
HMEL032684g1.t1	HMEL032684g1	288	120	102	258	84	111	20	32	24	60	34	26
HMEL000043-RA	HMEL000043-RA	21	3	0	14	2	4	2	6	8	12	18	10
HMEL000040-RA	HMEL000040-RA	523	567	331	658	451	351	47	96	49	140	102	137
HMEL000039-RA	HMEL000039-RA	574	444	279	721	482	324	66	161	100	142	112	261
HMEL000037-RA	HMEL000037-RA	7037	2296	1309	5798	2513	1199	287	651	209	352	466	849
HMEL000033-RA	HMEL000033-RA	1280	1592	771	2273	1763	656	229	301	131	169	430	461
HMEL000030-RA	HMEL000030	2035	2315	627	2831	2675	622	265	927	364	957	389.465	1226
HMEL000029g1.t1	HMEL000029g1	136	106	51	183	75	64	25	56	36	92	29	100
HMEL000028-RA	HMEL000028	2835	1093	353	2932	812	334	85	162	123	338	174	211
HMEL000027g1.t1	HMEL000027g1	121	76	63	150	87	65	6	21	12	28	9	35
HMEL000019-RA	HMEL000019-RA	16	13	3	15	10	1	1	1	1	1	5	6
HMEL032676g1.t1	HMEL032676g1	8	3	0	6	3	1	0	2	0	1	0	1
HMEL000017-RA	HMEL000017-RA	167	184	131	183	147	115	26	53.01	27	39	49	51
HMEL000014-RA	HMEL000014-RA	8619	6028	4723	10107	6365	4674	1155	1026	1340	3206	2332	1835
HMEL000013-RA	HMEL000013-RA	2846	1880	1068	2932	1759	911	991	892	916	1074.989	553	728
HMEL032675g1.t1	HMEL032675g1	78	48	83	94	43	72	13	30	16	29	17	58
HMEL000008g1.t1	HMEL000008g1	0	0	0	0	0	0	0	1	2	2	1	1
HMEL000006-RA	HMEL000006-RA	0	2	51	3	0	19.002	41	939	13	48	67	1676
HMEL002016g1.t1	HMEL002016g1	3	1	0	5	2	3	1	0	0	0	8	8
HMEL002008g1.t1	HMEL002008g1	107	52	28	146	34	43	18	10	22	7	22	11
HMEL005803g2.t1	HMEL005803g2	54053	131182	18204	77663	176889	20785	434	355	228	844	2099	806
HMEL005802g1.t1	HMEL005802g1	2039	1926	5204	2953	1811	4375	1538	7805	821	1475	4494	13208
HMEL032663g1.t1	HMEL032663g1	8	24	21	24	27	17	5	15	6	12.005	17	54
HMEL013363g2.t1	HMEL013363g2	65	71	52	116	88	60	38	25	31	52	39	50
HMEL020902g1.t1	HMEL020902g1	4627	1527	43	4315	1026	36	40	54	51	58	83	83
HMEL013113g1.t1	HMEL013113g1	884	781	626	1075	819	614	112	146	117	256	176	139.174
HMEL032721g1.t1	HMEL032721g1	0	0	0	2	0	1	0	0	0	1	1	1
HMEL006371g1.t1	HMEL006371g1	1	2	1	2	0	1	2	0	1	10	24	14
HMEL017543g1.t1	HMEL017543g1	3	0	2	2	0	4	6	2	6	22	46	20.229
HMEL017544g2.t1	HMEL017544g2	11	9	19	15	8	11	29	21	41	80	139	92
HMEL017545g1.t1	HMEL017545g1	7	9	3	4	7	0	2	7	1	21	12	17.998
HMEL011707g1.t1	HMEL011707g1	96	49	38	115	61	34	12	16	8	15	13	28
HMEL011711g1.t1	HMEL011711g1	7	3	0	1	0	1	0	0	1	0	4	5
HMEL012982g1.t1	HMEL012982g1	1	0	0	0	0	0	2	0	0	1	5	0
HMEL012996g2.t1	HMEL012996g2	1058	960	641	1475	991	661	83	144	75	146	303	248
HMEL013007g1.t1	HMEL013007g1	720	533	166	824	363	116	75	90	53	86	103	209
HMEL033637g1.t1	HMEL033637g1	84	154	0	162	0	0	35	76	15	0	43	78
HMEL033637g1.t2	HMEL033637g1	0	0	40	0	126	42	0	0	0	61	0	0
HMEL014839g1.t1	HMEL014839g1	25	135	114	56	146	138	30	17	29	57	67	48
HMEL021054g1.t1	HMEL021054g1	57	160	63	155	204	75	5	4	4	9	9	5
HMEL006754g1.t1	HMEL006754g1	7	2	8	5	4	10	5	11	5	9	9	10
HMEL033641g1.t1	HMEL033641g1	2385	2353	1398	3260	2648	1240	238	419	161	268	583	527
HMEL033643g1.t2	HMEL033643g1	3.777	0	1.647	1.819	1.784	0	25.308	12.716	8.485	24.769	9.67	28.156
HMEL033643g1.t1	HMEL033643g1	73.223	62	39.353	65.253	68.274	26	15.717	39.284	32.515	38.231	35.33	42.844
HMEL009872g1.t1	HMEL009872g1	1086.091	1134.044	773.837	1623.496	1045.932	602.676	190.666	48.984	127.148	268.526	289.874	330.454
HMEL009872g1.t2	HMEL009872g1	1122.909	1142.956	724.163	1623.504	1050.068	620.324	195.334	328.016	103.852	86.474	313.525	289.546
HMEL033647g1.t1	HMEL033647g1	1	0	0	0	0	0	0	0	0	0	0	4
HMEL016570g3.t1	HMEL016570g3	0	0	0	0	0	0	0	0	0	0	0	0
HMEL011802g1.t1	HMEL011802g1	47	31	0	68	23	0	2	3	3	6	16	2
HMEL017743g1.t1	HMEL017743g1	4959	7919	2174	6617	8810	1930	773	1429	439	1107	1493	2295
HMEL007884-RA	HMEL007884-RA	461	616	541	553	741	588	172	171	157	372	176	253
HMEL033658g1.t1	HMEL033658g1	356	314	172	381	276	176	51	110	47	103	75	134
HMEL017538g1.t2	HMEL017538g1	3.014	26.923	7.65	3.03	45.746	7.671	13.011	28.348	3.207	54.635	49.055	65.493
HMEL017538g1.t1	HMEL017538g1	377.986	915.077	1495.35	633.97	1261.254	931.329	103.989	117.652	52.793	81.365	288.945	179.507
HMEL033611g1.t1	HMEL033611g1	0	0	0	0	0	0	0	0	0	2	5	1
HMEL017528-RA	HMEL017528-RA	0	0	0	0	0	0	0	0	0	0	0	0
HMEL017524g1.t1	HMEL017524g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL017524g1.t2	HMEL017524g1	0	1	1	0	0	1	0	0	0	1	0	3
HMEL017522g1.t1	HMEL017522g1	841	807	824	1006	889	658	138	165	92	218	325	250
HMEL017519g1.t1	HMEL017519g1	9	7	5	0	0	0	3	3.319	0	2.996	0	0
HMEL017519g1.t2	HMEL017519g1	0	0	0	20	9	9	0	6.681	5	12.004	26	27
HMEL008239g1.t1	HMEL008239g1	0	0	0	0	0	1	0	0	0	0	1	0
HMEL033600g1.t1	HMEL033600g1	0	0	0	0	3	0	5	11	0	0	0	12
HMEL033600g1.t2	HMEL033600g1	6	15	6	12	0	3	0	0	2	4	16	0
HMEL008241g1.t1	HMEL008241g1	277	311	231	334	249	217	527	505	422	623	616	1022
HMEL021893g1.t1	HMEL021893g1	3	8	9	6	5	6	7	11	8	5	12	6
HMEL033599g1.t1	HMEL033599g1	26	19	21	34	13	38	35	45	66.173	45	85	63
HMEL033598g1.t1	HMEL033598g1	5	11	7	11	16	7	1	5	5	6.03	4	11
HMEL033597g1.t1	HMEL033597g1	0	0	0	0	0	0	0	0	0	5	2	0
HMEL033595g1.t1	HMEL033595g1	7	13	2	9	9	0	0	1	0	1	0	2
HMEL011495g3.t1	HMEL011495g3	14	27	5	22	27	6	1	4.37	2	0	32.395	11.032
HMEL011495g3.t2	HMEL011495g3	14	28	5	25	23	4	0	4.63	2	14.373	11.605	12.968
HMEL011495g2.t1	HMEL011495g2	0	0	0	0	0	0	1	0	2	0	5	0
HMEL011495g2.t2	HMEL011495g2	0	1	0	0	0	0	0	0	0	1.091	0	2
HMEL011495g1.t1	HMEL011495g1	488	297	448	401	289	467	778	494	636	1657	355	729
HMEL011492g1.t1	HMEL011492g1	1643	2327	168	1093	8317	306	45	146	80	169	136	223
HMEL011490g1.t1	HMEL011490g1	53	123	92	99	182	131	19	76	35	34	94	118
HMEL011489g1.t1	HMEL011489g1	1	14	12	8	10	9	3	3	2	3	6	5
HMEL011488g1.t1	HMEL011488g1	2	3	29	4	3	31	6	21	6	6	27	56
HMEL011487g1.t1	HMEL011487g1	342	209	265	417	197	278	21	38	27	37	32	76
HMEL003654g1.t1	HMEL003654g1	30	493	48	28	1959	35	38	78	11	44	135.999	127
HMEL033592g1.t1	HMEL033592g1	0	0	1.142	0	43	0	0	0	0	0	0	0
HMEL033592g1.t2	HMEL033592g1	2	11	0	0	0	0	0	1	0	2	12	5.596
HMEL033591g1.t1	HMEL033591g1	2	21	1	4	53	2	6	7	3	8	19	17
HMEL033590g1.t1	HMEL033590g1	0	1	0	1	0	0	8	8	7	3	4	2
HMEL033588g1.t1	HMEL033588g1	0	0	0	0	0	1	0	1	0	0	6	0
HMEL002807g1.t1	HMEL002807g1	0	2	0	0	0	0	0	0	1	4	1	6
HMEL002803g1.t1	HMEL002803g1	5	14	0	4	14	1	0	0	1	7	9	14
HMEL002799g1.t1	HMEL002799g1	1	0	1	1	1	0	5	3	12	23	31	13
HMEL002797g1.t1	HMEL002797g1	0	0	0	1	0	0	0	0	0	0	0	0
HMEL002792g2.t1	HMEL002792g2	8	5	5	8	7	1	0	4	1	15	10	3
HMEL002792g1.t1	HMEL002792g1	10.396	15.141	18.732	20.16	35.654	23.431	14	17.933	5.145	15.644	29.612	24.373
HMEL002792g1.t2	HMEL002792g1	155.604	197.859	64.268	173.84	215.346	51.569	0	2.067	6.855	26.356	2.388	12.627
HMEL002791g1.t1	HMEL002791g1	47	16	18	36	11	25	22	11	9	26	58	17
HMEL002790g1.t1	HMEL002790g1	5183	4885	2652	7644	4912	2512	421	726	268	603	924	1117
HMEL002789g1.t1	HMEL002789g1	4	0	2	0	0	4	0	0	1	0	0	1
HMEL002788g1.t1	HMEL002788g1	565	502	337	675	515	419	49	123	48	130	95	159
HMEL002787g1.t1	HMEL002787g1	2	1	0	2	1	3	0	0	1	0	0	5
HMEL002785g1.t1	HMEL002785g1	6902	2128	15	9349	3535	14	15	2	9	20.352	21	2
HMEL002783g1.t1	HMEL002783g1	92	38172	2571	2230	52944	2690.998	1228	1445	804	1038	3380	3379
HMEL002782g1.t1	HMEL002782g1	193	1242	142	251	2333	211	62	9	64	136	69	14
HMEL004389g1.t1	HMEL004389g1	15683	416966	55	121970	397301	56	9	4	13	24	45.478	14
HMEL022647g1.t1	HMEL022647g1	1	1	0	0	1	0	1	0	0	0	4	0
HMEL033576g1.t1	HMEL033576g1	2257	1735	982	2508	2428	1552	2237	133	1058	1321	5787	250
HMEL004406g3.t1	HMEL004406g3	138	136	39	182	137	42	119	12	65	96	185	30
HMEL010236g1.t1	HMEL010236g1	7	1	8	8	0	1	0	9	0	4	9	7
HMEL010238g1.t1	HMEL010238g1	12	4	7	22	9	9	5	9	5	5	21	16
HMEL010239g1.t1	HMEL010239g1	13	19	20	12	17	20	2	7	1	2	0	2
HMEL010245g1.t1	HMEL010245g1	28354.962	20098.42	17.394	34952.368	21590.631	11.622	207.896	12.056	212.886	486.876	474.036	4.569
HMEL010245g1.t2	HMEL010245g1	16974.038	11022.58	74.606	17650.632	15649.369	69.378	168.104	114.944	209.114	259.124	195.964	195.431
HMEL033562g1.t1	HMEL033562g1	0	1	0	3	2	0	0	0	3	0	0	0
HMEL010254g1.t1	HMEL010254g1	2	6.625	4	9	14	2	1	3.013	1.006	4	0	7.144
HMEL033561g1.t1	HMEL033561g1	53	86	47	82	106	35	3	21	3	0	18	26
HMEL006404g1.t1	HMEL006404g1	1337.419	1354.438	545.584	1669.066	1585.024	574.521	182.963	303.153	139.582	199.458	298.155	611.145
HMEL006404g1.t2	HMEL006404g1	40.581	21.562	46.416	10.484	38.976	16.479	152.037	159.847	61.418	234.542	388.845	232.855
HMEL006406g1.t1	HMEL006406g1	24	15	6	35	18	1	4	21	4	22	1	29
HMEL006409g1.t1	HMEL006409g1	405.487	469	254	396	607	293	67	49	37	80	80	90
HMEL033554g1.t1	HMEL033554g1	0	0	0	0	0	0	0	1	0	2	1	2
HMEL033553g1.t1	HMEL033553g1	0	0	0	0	0	0	0	0	0	0	5	0
HMEL033547g1.t1	HMEL033547g1	7230	6156	1002	8922	5072	1046	2218	128	1923	3085	6493	199
HMEL011137g1.t1	HMEL011137g1	202	229	197	257	190	209	49	89	70.403	141	31	79.005
HMEL033546g1.t1	HMEL033546g1	364	295	202	358	296	197	34	113	68	180	80	136
HMEL011139g1.t1	HMEL011139g1	305	319	184	374	368	195	27	77	59	104	58	75
HMEL011142g1.t1	HMEL011142g1	8	3	2	7	1	5	0	5	2	14	4	2
HMEL011145g1.t1	HMEL011145g1	1409	1289	808.536	1541	1042	930	224	346	120	196	398.583	677.739
HMEL011146g2.t1	HMEL011146g2	13	4	3	15	5	9	1	2	1	1	6	6
HMEL011146g1.t1	HMEL011146g1	8	13	4	7	11	4	1	4	0	6	12	7
HMEL011147g1.t1	HMEL011147g1	1972	1929	2668	2457	1752	3164	268	499	192	475	623	743
HMEL011155g2.t1	HMEL011155g2	0	0	1	1	0	0	10	8	11	15	11	17
HMEL011155g1.t1	HMEL011155g1	36	204	1735	65	815	1402	67	108	72	72.032	259	170.004
HMEL012301g1.t1	HMEL012301g1	0	0	0	213	165	80	0	36	17	0	63	0
HMEL012301g1.t2	HMEL012301g1	206	161	0	0	0	0	0	0	0	32	0	76
